team,mu_attack,mu_defense,sigma_attack,sigma_defense,sigma_ad,mu_global,quality,quality_low,mu_attack_low,mu_defense_low,year,rating_attack,rating_defense,rating
Aruba,-1.682823132481717,-2.0636770961202284,0.02725545015118447,0.021942595724105243,0.010657129912108399,0.2604579754306582,-3.7465002286019455,-4.277583294419362,-2.0130076272793045,-2.359937763263913,2026.0,22.386225802110047,13.15094165410191,17.28078725215734
Australia,-0.4090486951133607,-0.2750459657208366,0.01664879402924746,0.02212074829332593,0.009864843794924593,0.2604579754306582,-0.6840946608341973,-1.1678269418013563,-0.6671091068719058,-0.5725068760490741,2026.0,78.10767220320919,83.81508349444167,81.04444623196075
Austria,-0.16555356057058138,-0.3497443112427615,0.014848574764919471,0.018972394997746167,0.0083657260723469,0.2604579754306582,-0.5152978718133429,-0.9649751868175998,-0.4092630168082865,-0.6252249457544903,2026.0,87.92217506147412,80.71503172432878,84.50421662453255
Azerbaijan,-1.219834841321712,-1.04678291309498,0.023029927944868866,0.017462391662855185,0.00963605073340219,0.2604579754306582,-2.266617754416692,-2.7555530101490984,-1.5233471339549354,-1.3110735989910607,2026.0,39.23630732789496,47.04007969024152,43.05171560692378
Bahamas,-2.327060025684421,-2.6868133033678356,0.03193791356303308,0.01929537163101735,0.00938520108771916,0.2604579754306582,-5.013873329052257,-5.5430375280282975,-2.6844836598388127,-2.9646288654302757,2026.0,8.824476194469055,4.940064682115153,6.633984900246559
Bahrain,-1.115623896486808,-0.9360200278017046,0.018398781061313943,0.01923050020919896,0.009694882243552123,0.2604579754306582,-2.0516439242885127,-2.529217146978467,-1.386908109527773,-1.2133681859654029,2026.0,43.85364063513251,52.35298628129783,48.02930734927605
Bangladesh,-2.1303598447251,-1.8132418276203728,0.028653428604226927,0.02062046953399819,0.012367255303664202,0.2604579754306582,-3.9436016723454728,-4.48769140298024,-2.4689063177785164,-2.100438412098658,2026.0,11.914092935567666,18.779488119895447,15.02862729364317
Barbados,-1.8783493542790306,-2.066656460827172,0.02459048731716114,0.021701838514344304,0.01098230001462087,0.2604579754306582,-3.9450058151062026,-4.467526344313418,-2.1919764405911737,-2.3612873384645594,2026.0,17.157959038039895,13.093474578638409,15.013485485797883
Belarus,-0.8741656213815256,-0.8471454412069619,0.02200516639809751,0.017731640457504933,0.010107505564960718,0.2604579754306582,-1.7213110625884875,-2.211012269389222,-1.1708483906695144,-1.1134658531734871,2026.0,55.3963383533046,56.73796461191625,56.06638164553577
Belgium,0.07167663314009465,-0.15527227970801244,0.013647392528980814,0.020060663061561335,0.008319443147679425,0.2604579754306582,-0.08359564656791779,-0.5323581311225026,-0.16196747681331988,-0.4385436200272289,2026.0,94.70196731010496,88.2783218660949,91.84262460796872
Belize,-1.8198234412190852,-1.7825003193317073,0.02489723600782747,0.022519756921281657,0.01039542548157112,0.2604579754306582,-3.6023237605507923,-4.124656389791016,-2.1354006014054807,-2.0826320032391656,2026.0,18.610269947926028,19.58592171807192,19.0932158501374
Benin,-0.9219946639745816,-0.948355901289261,0.020148835883252524,0.01883521274511502,0.009076045108536579,0.2604579754306582,-1.8703505652638426,-2.3484139035170104,-1.2058878543349882,-1.2228387805011711,2026.0,53.03910199746726,51.75169339031076,52.39423799223577
Bermuda,-1.3912704142866408,-1.8713481757520658,0.021325443160720645,0.01821097154854073,0.008421723915285386,0.2604579754306582,-3.2626185900387066,-3.737507471946178,-1.6833350863078946,-2.1412442412924193,2026.0,32.265024875299474,17.32677982761214,23.94707248430602
Bhutan,-2.5321539643360818,-2.60046894254763,0.0435782623957977,0.021586284649166124,0.013766351037631965,0.2604579754306582,-5.132622906883712,-5.741547365647614,-2.94966210747007,-2.894314375720692,2026.0,6.368913103544271,5.697574631741409,6.024904020182065
Bolivia,-0.5472096670480047,-0.8027892971795876,0.02026140219233145,0.015585851466291106,0.008640109803424983,0.2604579754306582,-1.3499989642275922,-1.8109869174995732,-0.8318947716273026,-1.0524759124899892,2026.0,71.64310670980278,58.951527212285825,65.35023298867502
Bonaire,-2.042124919520006,-2.2401466885176653,0.03654423588806674,0.027770052089227424,0.012810159138919497,0.2604579754306582,-4.2822716080376715,-4.882053589277966,-2.424455854120212,-2.57343366449619,2026.0,13.572936682097724,10.092126314195603,11.72371846365351
Bosnia and Herzegovina,-0.5790358787907302,-0.7622376425120243,0.017806675857966237,0.016806595157549377,0.008513056361399195,0.2604579754306582,-1.3412735213027545,-1.795759533137284,-0.8459191930534711,-1.0215181482007427,2026.0,70.09593646428326,60.98257412710013,65.56785812001542
Botswana,-1.3915704562229294,-1.0670954649996889,0.023294411213974183,0.01940487158589594,0.01009621240547083,0.2604579754306582,-2.458665921222618,-2.9602303043712297,-1.6968205911219933,-1.3456982042963148,2026.0,32.25355658436979,46.08960727616558,38.828987769852006
Brazil,0.1277646124909357,0.1753871514362047,0.016599614708675648,0.023114004593008303,0.01019944485657249,0.2604579754306582,0.3031517639271404,-0.1872052856391075,-0.12991437158557487,-0.12867866113080062,2026.0,95.85045324600526,96.69111545588987,96.28597038404568
British Virgin Islands,-2.335559683216546,-2.374484846060421,0.034825414392504875,0.019896337479583897,0.010931712318514971,0.2604579754306582,-4.710044529276967,-5.2635250673598115,-2.708791055919886,-2.656593601540175,2026.0,8.7082613054137,8.192906234183695,8.44715664231055
Brunei,-2.4804162365335856,-2.6481375555916493,0.03137838041025248,0.018240645450415507,0.00951102583823705,0.2604579754306582,-5.128553792125235,-5.6525426375681205,-2.834695112055412,-2.9182534229553827,2026.0,6.92327048781638,5.267390562953745,6.044920738357495
Bulgaria,-0.9003037485873162,-0.9791422855067673,0.019938013119520998,0.016917721671903693,0.008965033978763023,0.2604579754306582,-1.8794460340940835,-2.347573378943541,-1.1827078074782678,-1.2392785703414955,2026.0,54.105003726578694,50.260694045410645,52.1722703822767
Burkina Faso,-0.718571873831664,-0.667270138878903,0.016184143587820655,0.01913718312012662,0.008569835567499356,0.2604579754306582,-1.385842012710567,-1.8439293312119462,-0.9730057048197671,-0.9439445548998038,2026.0,63.17124130877436,65.7357072415577,64.45506018312027
Burundi,-1.2025130570546008,-1.11055757021713,0.025255241559690538,0.022457710354257057,0.011632317933843108,0.2604579754306582,-2.3130706272717307,-2.8459030128551666,-1.5203510129987614,-1.4102755066457466,2026.0,39.9851626259555,44.08467870455406,42.00955490873128
Cambodia,-1.8539740423838713,-2.103593217450949,0.02692819817286389,0.021564781244366615,0.01305037096192732,0.2604579754306582,-3.9575672598348204,-4.503804282897465,-2.182170313982827,-2.3972922555451626,2026.0,17.75145647459402,12.398278718309152,14.878581834466287
Cameroon,-0.749356151692967,-0.448522183235183,0.015925129595235288,0.019814960798258164,0.008460181955401361,0.2604579754306582,-1.1978783349281499,-1.6568356501734618,-1.0017457679233919,-0.7300534305116313,2026.0,61.628343870797366,76.31046745362443,69.12040180299958
Canada,-0.3853095688936724,-0.27987045108294295,0.017364467170773407,0.020682736950667514,0.009645127797590008,0.2604579754306582,-0.6651800199766154,-1.1440848527633432,-0.6488581767122181,-0.5675003309679613,2026.0,79.1655540902706,83.62167695027614,81.44619034721143
Cape Verde,-0.8597952192031642,-0.7052006948597215,0.01941280636072928,0.020884476944643703,0.009497719056811899,0.2604579754306582,-1.5649959140628855,-2.0519978500713445,-1.138454913889922,-0.9942299455915027,2026.0,56.109103461119105,63.84077110707595,59.96729183261884
Cayman Islands,-2.306489817010285,-2.3546408135718857,0.03108590793923637,0.022849123957724423,0.011206085330090718,0.2604579754306582,-4.661130630582171,-5.213750581568895,-2.6591137409816255,-2.6569593472923603,2026.0,9.111321731538236,8.45220777904574,8.776386393148815
Central African Republic,-1.1203714872582111,-1.3677698828444593,0.024075844476737506,0.020575708994394596,0.009977487044262962,0.2604579754306582,-2.4881413701026704,-2.996497652879457,-1.4306993427706514,-1.654654591355698,2026.0,43.63766157298339,33.17143538243643,38.20167114122051
Chad,-1.5076024749372734,-1.4172377535984872,0.02951717402313517,0.019620765528149193,0.009606985358854372,0.2604579754306582,-2.9248402285357606,-3.4477241937479026,-1.851213732163431,-1.697386039533984,2026.0,28.018463025787675,31.28228489147713,29.619911138743937
Chile,-0.39484995659785777,-0.4276496553644928,0.019753153175355902,0.01894802885118564,0.010281843178119913,0.2604579754306582,-0.8224996119623506,-1.3093871488033808,-0.6759417791424198,-0.7029533338810403,2026.0,78.74259022275045,77.26646584856606,78.00867883662795
China,-1.0748841802720617,-1.0027260065973198,0.020963381709227742,0.020940099017340553,0.011075770821019407,0.2604579754306582,-2.0776101868693813,-2.583792060778778,-1.3644589147309074,-1.292139890281849,2026.0,45.72736827170577,49.128652582011235,47.415599682781775
Colombia,-0.029643589302848657,0.20853573886908933,0.0184028352811079,0.02211734561324714,0.010481542060514066,0.2604579754306582,0.17889214956624067,-0.317024234576825,-0.30095768979235804,-0.08890229241303937,2026.0,92.18317719698518,97.2056997868145,95.08463764058845
Comoros,-1.1307293450751603,-1.0076839745392088,0.021990449671161486,0.016910008440505726,0.00774174688785194,0.2604579754306582,-2.138413319614369,-2.604820660411536,-1.4273128892657407,-1.2677609511481023,2026.0,43.16823796542197,48.89186099375392,45.99129616754954
Congo,-1.2489368973112183,-1.356911851447463,0.025606014944182565,0.020996616930215144,0.011341030293772737,0.2604579754306582,-2.605848748758681,-3.1322884602620715,-1.568974488504394,-1.6467160400315146,2026.0,37.99580628914126,33.59564778410904,35.755012977727986
Cook Islands,-3.0694447327430305,-3.0128390213565215,0.05261304456733084,0.03323163604212856,0.017403127873748432,0.2604579754306582,-6.082283754099552,-6.776980627151263,-3.528195403880767,-3.377429948518065,2026.0,2.5645583427545193,2.8321727885671444,2.6952988605760675
Costa Rica,-0.6859279607044957,-0.6307462676989599,0.015056609586285777,0.01795682938866085,0.008250718804967591,0.2604579754306582,-1.3166742284034556,-1.7617129978826183,-0.9313387150433043,-0.8987524570951069,2026.0,64.80457164850306,67.55080539414323,66.18068234877339
Croatia,-0.13884775871901558,-0.1542343969521865,0.01479334840940132,0.018927849286080604,0.008490596615148574,0.2604579754306582,-0.2930821556712021,-0.7434259839880963,-0.38210357804839007,-0.42939143782943245,2026.0,88.83615825416851,88.31397840322104,88.57657861879015
Cuba,-1.41094836191267,-1.467206345785354,0.02199325212986566,0.019827234375856526,0.010184095419778893,0.2604579754306582,-2.878154707698024,-3.3769078624560867,-1.7075508037762908,-1.7488247711474494,2026.0,31.518486276663936,29.447374245552403,30.47117573956607
Curacao,-0.9684155081346049,-0.9993462378996791,0.01914844765123928,0.020453994083668107,0.009060507637403608,0.2604579754306582,-1.967761746034284,-2.4482758748992515,-1.2451713402410975,-1.2853811594296776,2026.0,50.77856706284085,49.29031291201421,50.032502033442896
Cyprus,-1.044431427071669,-1.2015473801569734,0.021585718156623232,0.01639454833970105,0.009456539660800253,0.2604579754306582,-2.245978807228642,-2.723025328305674,-1.3382730045015707,-1.45762977580104,2026.0,47.15063763482355,40.02713741114105,43.51878476613138
Czechia,-0.3740136071589888,-0.4763970079573838,0.015749239783296613,0.019098788587530984,0.008620658613639762,0.2604579754306582,-0.8504106151163726,-1.306872423368091,-0.6250055574944258,-0.7527937415671064,2026.0,79.66243312654579,75.01527828314988,77.37760101798938
Czechoslovakia,,,,,,,,,,,,,,
DR Congo,-0.678516451774606,-0.520496922640955,0.016203191567918756,0.018521967111163235,0.008228093968395621,0.2604579754306582,-1.199013374415561,-1.651479269775082,-0.9330999670926152,-0.7926877903140879,2026.0,65.17470759999011,72.92766593385603,69.09250499521853
Denmark,-0.11915986254880893,-0.13576597617801117,0.015257323244457232,0.01954865021779925,0.008668203457474807,0.2604579754306582,-0.2549258387268201,-0.7116199612079666,-0.36620093803592085,-0.415398951470978,2026.0,89.48653050607165,88.93928780106704,89.21470119449394
Djibouti,-1.6015732776138698,-1.8704847893171717,0.034614729948889526,0.01618012218092187,0.009278126901826111,0.2604579754306582,-3.4720580669310417,-3.998750029783955,-1.9736739626381763,-2.1248870077109734,2026.0,24.883905711937636,17.347690430272934,20.855820816698177
Dominica,-2.0607901367316535,-2.0493473852012087,0.026411357663158146,0.022677205490164037,0.011175096661322294,0.2604579754306582,-4.110137521932862,-4.6446981133571335,-2.3858215669851486,-2.3505264381923756,2026.0,13.206826843873909,13.430283057317727,13.318164851865733
Dominican Republic,-1.1306891714264387,-1.2824539746475196,0.02008089047118412,0.021578930751243248,0.00919659698549985,0.2604579754306582,-2.413143146073958,-2.9032574804630964,-1.414103288726083,-1.576249350725791,2026.0,43.17005390134794,36.59523754589491,39.80901271818424
East Germany,,,,,,,,,,,,,,
Ecuador,-0.17446660986535953,-0.036882313088185646,0.019150311616382292,0.019983355796399167,0.010315637515624058,0.2604579754306582,-0.21134892295354518,-0.700286311354267,-0.45123591174967104,-0.31960730877409355,2026.0,87.60914537181593,91.98133561494014,89.92031601788634
Egypt,-0.6172393149466902,-0.37596740622559555,0.013932722047402698,0.01869630758900569,0.0075144126303796875,0.2604579754306582,-0.9932067211722857,-1.4298203027162764,-0.8533132190310061,-0.6494362899327237,2026.0,68.21878746602184,79.5767996393542,74.0642411060987
El Salvador,-1.358818464108708,-1.0310581197490658,0.01786092450019994,0.018302068695991526,0.009132244929076867,0.2604579754306582,-2.389876583857774,-2.8564705531901913,-1.6261080037484024,-1.3016283967270925,2026.0,33.520911566779354,47.78141609085031,40.31504900443026
England,0.07105385161864568,0.23589195020637616,0.014400389184914432,0.022338515960761602,0.009122691941700574,0.2604579754306582,0.30694580182502185,-0.1620287775674104,-0.16894939156706157,-0.06302955093237833,2026.0,94.68823693340505,97.58827693315118,96.31935416659829
Equatorial Guinea,-1.1662291389270711,-1.0133066105059179,0.02050548942712614,0.01967452138300798,0.009066390200944682,0.2604579754306582,-2.179535749432989,-2.662496581020908,-1.452623897448425,-1.2938384010966313,2026.0,41.5784035684731,48.62384582100403,45.038676670036836
Eritrea,-1.72434430516125,-1.5962633768755135,0.058353231208952305,0.04486592667906024,0.027646277401103952,0.2604579754306582,-3.3206076820367634,-4.116878270945384,-2.207472574708592,-2.0198949464217892,2026.0,21.18487178400056,25.053970624526656,23.05890604959816
Estonia,-1.1184122164010648,-1.045184303046179,0.02102652133709526,0.016139357370512423,0.009210629117825792,0.2604579754306582,-2.1635965194472435,-2.6351350096821733,-1.408422708191243,-1.2992658440562446,2026.0,43.726731706742996,47.11522858739124,45.4068620214988
Eswatini,-1.4275984128175012,-1.3067127875419053,0.02300389669652971,0.017465979576899677,0.009204735849374483,0.2604579754306582,-2.7343112003594063,-3.219612541681181,-1.7309391235473979,-1.571030623314671,2026.0,30.895734290247656,35.60079422936353,33.19534368712481
Ethiopia,-1.1454348804239047,-1.1749754369164287,0.02351643780718359,0.020382222231894953,0.011136067368855838,0.2604579754306582,-2.3204103173403334,-2.8348840087057527,-1.452136284445364,-1.4605080776557666,2026.0,42.5060378562675,41.19135821009539,41.84606436244182
Faroe Islands,-1.072581617803794,-0.9618257378507414,0.023097207350815153,0.01718456228385975,0.009642054685670474,0.2604579754306582,-2.0344073556545355,-2.52252979523713,-1.376536926037193,-1.2240055409161932,2026.0,45.834326036721784,51.09759073537574,48.43841312146097
Fiji,-1.764629143007593,-1.9091730070486446,0.022947796011876558,0.024783142994419565,0.011146528138901265,0.2604579754306582,-3.673802150056238,-4.203043098147365,-2.067599742319649,-2.224026261720846,2026.0,20.06698692474618,16.43031148290739,18.176791612784882
Finland,-0.7398577311286236,-0.7071725094168002,0.019211184772733935,0.018692321350543276,0.009608878469388614,0.2604579754306582,-1.4470302405454238,-1.9250313412222086,-1.0170665677318889,-0.9806122384288315,2026.0,62.10451899346534,63.74207451888678,62.923590782260504
France,0.07024046645604001,0.14471999657436058,0.014534082909261012,0.02013413514183543,0.008614052163355198,0.2604579754306582,0.2149604630304006,-0.2406548237096597,-0.1708743021439859,-0.13906960959073794,2026.0,94.67027180042172,96.16371063433775,95.45511857275638
French Guiana,-1.2776038325094596,-1.421044864603056,0.023781257588728146,0.026588529579992585,0.011355703793275808,0.2604579754306582,-2.6986486971125156,-3.239319372312391,-1.5860272919850849,-1.7471646559680853,2026.0,36.79601377397028,31.13987455187006,33.894104457692244
Gabon,-0.9751504355145413,-0.9303236078753849,0.01858665115867029,0.01977871692420361,0.008686704088111862,0.2604579754306582,-1.9054740433899262,-2.377655263936011,-1.2478161734331166,-1.2115972605640333,2026.0,50.45320411405767,52.63134474985192,51.53865494152225
Gambia,-0.9014022300987319,-0.9043096963499861,0.022197835012343323,0.021550572050414062,0.010150165335283942,0.2604579754306582,-1.805711926448718,-2.311868968218662,-1.1993809878137296,-1.1979119582650748,2026.0,54.05089232032492,53.907735471028914,53.97930195456797
Georgia,-0.5016965653900645,-0.5904283028344601,0.01832072478909237,0.017878067058403408,0.008979579261773632,0.2604579754306582,-1.0921248682245246,-1.5575620836297521,-0.7724047092579014,-0.8578460812890978,2026.0,73.8230180704443,69.53823693870895,71.69855302458419
Germany,0.21990534903104283,-0.21972632313758178,0.014477787011562172,0.019289186519932958,0.008541918587451309,0.2604579754306582,0.00017902589346105446,-0.45082346060255707,-0.020742003013912547,-0.49749735488807195,2026.0,97.36924640210725,85.95985761798796,92.981755326047
Ghana,-0.7612122075147827,-0.5893433920264213,0.018555805333574486,0.0211677884915784,0.010120082320038333,0.2604579754306582,-1.350555599541204,-1.8403055703027327,-1.0336515977179945,-0.8803264739509785,2026.0,61.03397706069262,69.5914279266057,65.33634550086236
Gibraltar,-1.7861871326642453,-1.5701791491760548,0.03141947144887525,0.014750733532524998,0.00867260263459813,0.2604579754306582,-3.3563662818403,-3.860411558578795,-2.140697902310953,-1.8130843449420162,2026.0,19.48780407854933,25.90164666238204,22.523607913523524
Greece,-0.43110626925716294,-0.2375854608234526,0.019478035219236026,0.021681603124009154,0.010596564743988856,0.2604579754306582,-0.6686917300806156,-1.1681024541593958,-0.7102337327517896,-0.5320789454645166,2026.0,77.10900774739873,85.28245852656785,81.37185596536513
Grenada,-1.4991860536604298,-1.8055868867501486,0.024739591720582165,0.020139996109159904,0.010921732839942699,0.2604579754306582,-3.3047729404105786,-3.8213890590504347,-1.813762541787449,-2.0894177949272525,2026.0,28.312139364402,18.977820806911204,23.298961346004575
Guadeloupe,-1.241362231912646,-1.2655895200999447,0.020699084000842145,0.022264700573743596,0.009233081937805684,0.2604579754306582,-2.506951752012591,-3.002653067121587,-1.529105756606719,-1.5640167345006666,2026.0,38.31652569180133,37.296132339947974,37.8043564773936
Guam,-2.370365261964084,-2.5266689553025996,0.03382300146785592,0.026358041865618673,0.014758734302620298,0.2604579754306582,-4.897034217266683,-5.49602841402894,-2.7381858783947344,-2.851372154335924,2026.0,8.246157666524013,6.425753935808953,7.285969840231232
Guatemala,-0.9715726613294486,-0.8868274297154387,0.017617243483603145,0.01895575061103748,0.008706593607301595,0.2604579754306582,-1.8584000910448872,-2.3230986226080668,-1.237032590385441,-1.1621871988251435,2026.0,50.62595798516831,54.76991633582797,52.68629856793701
Guinea,-0.8463168398849155,-0.814856475985706,0.018657845128706264,0.019982551866286627,0.009724237579621929,0.2604579754306582,-1.6611733158706214,-2.1432059793042804,-1.1195042856338464,-1.097575784603187,2026.0,56.779200375727015,58.34823159186347,57.56294012879286
Guinea-Bissau,-1.2553487824688956,-1.0885454120416191,0.02266133053587415,0.020908685586949673,0.009888033021766565,0.2604579754306582,-2.343894194510515,-2.847267146371685,-1.5564223982898384,-1.3777421311582072,2026.0,37.725520365826924,45.0950649809895,41.32515749807564
Guyana,-1.1745985057226318,-1.5410308863160231,0.019571466030468415,0.02082026519305317,0.009282941012521593,0.2604579754306582,-2.7156293920386547,-3.201253169251282,-1.4543946174216218,-1.8296154679766043,2026.0,41.20799963535708,26.87303319436728,33.56024461418576
Haiti,-0.7549806945958482,-0.8107066577197244,0.017109348055167534,0.02039862357417103,0.008915249788563633,0.2604579754306582,-1.5656873523155725,-2.03616996073576,-1.016586107805648,-1.0963541577905007,2026.0,61.346367343490705,58.555623640483475,59.94997462135918
Honduras,-0.8714214062169681,-0.8171868610896166,0.016742247696504516,0.01732631122263036,0.008492837949906833,0.2604579754306582,-1.6886082673065848,-2.1405119509337425,-1.1302050818729454,-1.0804457543686878,2026.0,55.53230683840174,58.231806031018564,56.8793848484878
Hong Kong,-1.554632337121571,-1.4586261554087234,0.020502709871680624,0.020054820388158777,0.010120112247453773,0.2604579754306582,-3.0132584925302943,-3.506402507011853,-1.841007684326463,-1.741856241297626,2026.0,26.416581789972106,29.75716400316427,28.052313464947186
Hungary,-0.4317078479727293,-0.5740289537047637,0.017842908185590894,0.01788926585434876,0.009195740292995918,0.2604579754306582,-1.005736801677493,-1.4710266237279286,-0.6988625461203823,-0.8415304741067888,2026.0,77.0815686637517,70.34043067757216,73.76743521912854
Iceland,-0.48914548656886614,-0.7731546741051321,0.018363045422434277,0.01673943340842847,0.009050586401612873,0.2604579754306582,-1.2623001606739983,-1.723618496030782,-0.7601661162075287,-1.0319165987264216,2026.0,74.41638450292409,60.43540805396421,67.53080478532765
India,-1.6298182151165,-1.465849332289254,0.02168675439630803,0.02095533392978625,0.011105283490524814,0.2604579754306582,-3.0956675474057542,-3.604991237438503,-1.9243466816273487,-1.755368477975934,2026.0,23.99342178865257,29.496223164662183,26.644040620046848
Indonesia,-1.1261824477298823,-1.3600439623510463,0.017661721162750395,0.015896503300199247,0.008308481548878857,0.2604579754306582,-2.4862264100809286,-2.9342227831051186,-1.3919772645548187,-1.6122066344514128,2026.0,43.3740034151787,33.47292939535503,38.242251682584374
Iran,-0.4805769808561897,-0.24518436819174094,0.016967537233476403,0.024561473152982967,0.010466003704975859,0.2604579754306582,-0.7257613490479307,-1.2256053959121944,-0.7410959800364906,-0.5586263765631969,2026.0,74.81934734281737,84.98982085625593,80.14786669181943
Iraq,-0.8890716791727288,-0.5888506369912115,0.01657925647625849,0.01868449789513325,0.008728711108478521,0.2604579754306582,-1.4779223161639403,-1.9371441648965493,-1.1465926024101116,-0.8622331374928585,2026.0,54.65905311349326,69.61558121581118,62.14946323457158
Ireland,-0.6672740004643409,-0.4054182157031663,0.019867445375645866,0.019813538685807527,0.00997910686724046,0.2604579754306582,-1.0726922161675072,-1.5611149748343585,-0.9491778519857124,-0.6869393601012916,2026.0,65.73551476034784,78.27062103003239,72.1671723736423
Israel,-0.3544469996243115,-0.7786289355021221,0.018882165755635123,0.017173994454277655,0.009042673960657145,0.2604579754306582,-1.1330759351264335,-1.5984424922885359,-0.6292717856654189,-1.040728111038999,2026.0,80.51270337903333,60.16111321031923,70.70549141074413
Italy,-0.19969257815603372,-0.09268217860065653,0.014923058768592177,0.02019884104086035,0.008530346231551366,0.2604579754306582,-0.2923747567566902,-0.7492449452021841,-0.4440125222342213,-0.3769274321466769,2026.0,86.70203457900877,90.32913107763261,88.58857918779513
Ivory Coast,-0.5326299430538941,-0.43416652520782817,0.014735430132297599,0.020310199604860545,0.008342058472250126,0.2604579754306582,-0.9667964682617223,-1.4216799552412274,-0.7754091030515974,-0.7191942403855669,2026.0,72.34593069755158,76.96931518715556,74.68686329417291
Jamaica,-0.9799551894830807,-0.7459508290542409,0.014708545443676488,0.017067275080199916,0.0074614715278856335,0.2604579754306582,-1.7259060185373216,-2.158103952727885,-1.2225127739340846,-1.0072343921055735,2026.0,50.22152213661555,61.79906382676148,55.95232304315574
Japan,-0.14947563869288058,-0.13091621123382857,0.015281557502002597,0.02181606507464567,0.009650152077753618,0.2604579754306582,-0.2803918499267092,-0.7553568032955046,-0.39671283251292533,-0.4263214588151515,2026.0,88.47676671368127,89.10058885570015,88.79088921196606
Jordan,-0.6601972670224776,-0.5569542257597282,0.017385009739823237,0.0193761741384218,0.009225525199184341,0.2604579754306582,-1.2171514927822058,-1.6870971674154074,-0.9239017208325961,-0.8353508790328723,2026.0,66.0880733381851,71.17120118357767,68.64614338255
Kazakhstan,-0.9547496218943284,-1.0038422522136443,0.020438251418402095,0.016547496792392355,0.008996164233916462,0.2604579754306582,-1.9585918741079729,-2.427539959416474,-1.2406744471082445,-1.2611164000978992,2026.0,51.440881728100905,49.0753037219722,50.25328913451088
Kenya,-1.160019370659208,-0.9716973015623476,0.02214101384806596,0.0226247413724717,0.01124283608346759,0.2604579754306582,-2.1317166722215557,-2.6503742756073456,-1.4576165067211395,-1.272527761273273,2026.0,41.854333364683406,50.61993634154722,46.1472584483268
Kosovo,-0.47900081368768976,-0.6426328117322796,0.01975774062127572,0.018425313928863114,0.008350796401258059,0.2604579754306582,-1.1216336254199692,-1.590183077890698,-0.7601252745321756,-0.9141125636760525,2026.0,74.89327861921826,66.96139084580892,70.98368891223883
Kuwait,-1.1637444002408452,-1.213026250906665,0.020439482885201588,0.018822569112640426,0.00987791385754761,0.2604579754306582,-2.37677065114751,-2.8626425672444884,-1.4496778392451113,-1.4874169877229098,2026.0,41.688700185808145,39.52973363642634,40.60160593552185
Kyrgyzstan,-1.1858554245778408,-1.2473070842276055,0.02369638081422662,0.02074268674602116,0.010970677078668105,0.2604579754306582,-2.433162508805446,-2.948450473802045,-1.4937280009091967,-1.5353535162209295,2026.0,40.71252543605638,38.06468497335425,39.37637561929144
